,name_en,text,type
628,"Burn, O Flame!","One of the incantations that draws directly from the power of the Fire Giants.

Raises a series of flame pillars around the caster.
Charging further increases the number of flame pillars.

The Fire Giants borrowed from the power of a fell god, and still they were defeated. Yet their failure released them from their solitary curse: to serve as keepers of the Flame for eternity. Raises a series of flame pillars around caster",goods
629,Black Flame,"A black flame incantation of the Godskin Apostles.

Throws a ball of raging black fire.
Charging enhances potency and causes the fireball to explode.

Black flame is weighty. After dealing damage it continues to sap foes' HP for a very short time. Throws a ball of raging black fire",goods
630,"Surge, O Flame!","Superior incantation of the Fire Monks.

Creates a stream of fire to burn the area before the caster.
This incantation can be cast while in motion. Hold to maintain the effect.

The Giants' Flame is the flame of ruin, capable of burning the Erdtree. And so, following the War against the Giants, its ruinous blaze was sealed, and guardians were appointed to watch over it. Incinerates area before caster with stream of fire",goods
631,Scouring Black Flame,"A black flame incantation of the Godskin Apostles.

Sweeps a wide area before the caster with black flame.
Charging enhances range.

The black flame could once slay gods. But when Maliketh sealed Destined Death, the true power of the black flame was lost. Sweeps area before caster with black flame",goods
632,Black Flame Ritual,"Superior black flame incantation of the Godskin Apostles.

Summons a circle of black flame pillars around the caster.
Charging increases the size of the circle.

The Gloam-Eyed Queen led the apostles. It is said that she was an Empyrean chosen by the Fingers. Summons circle of black flame pillars around caster",goods
633,Black Flame Blade,"A black flame incantation of the Godskin Apostles.

Engulfs armament held in the right hand with black flame.
This incantation can be cast without delay after performing another action.

Black flame is weighty. After dealing damage it continues to sap foes' HP for a very short time. Enchants right-hand armament with black flame",goods
634,Black Flame's Protection,"A black flame incantation of the Godskin Apostles.

Summons black fire within, increasing physical damage negation. However, sacred flasks and other such forms of HP restoration are impaired.

The Apostles were all embraced by the Gloam-Eyed Queen, and the black flame was their armor within. Increases physical damage negation",goods
635,Noble Presence,"Ancient power of the Godskin Nobles.

Thrust out belly with gusto to produce a shockwave that knocks back nearby foes.
Charging enhances potency, knocking enemies into the air.

Once a sign of the gods' wrath, this incantation became a trophy of the Nobles' god hunt. Thrust out belly with gusto to unleash repelling shockwave",goods
636,Bloodflame Talons,"A Blood Oath incantation, granted by the Lord of Blood.

Creates bloodflame lacerations before the caster, which explode in an instant.
This incantation can be cast repeatedly.

After dealing damage, bloodflame continues to build up onset of blood loss for a very short time. Creates bloodflame lacerations that then explode",goods
637,Bloodboon,"Sacred incantation of Mohg, Lord of Blood.

Thrust arm into the body of the Formless Mother, then scatter the bloodflame to set the area ablaze.
This incantation can be cast while in motion.

The mother of truth craves wounds. When Mohg stood before her, deep underground, his accursed blood erupted with fire, and he was besotted with the defilement that he was born into. Scatters bloodflame before caster to set area aflame",goods
638,Bloodflame Blade,"A Blood Oath incantation, granted by the Lord of Blood.

Engulfs armament held in the right hand with bloodflame.
This incantation can be cast while in motion.

After dealing damage, bloodflame continues to build up onset of blood loss for a very short time. Enchants right-hand armament with bloodflame",goods
639,Barrier of Gold,"One of the incantations of Erdtree Worship.

Greatly increases magic damage negation for the caster and nearby allies.
Hold to continue praying and delay activation.

This incantation was used by the champions of the Erdtree in the First and Second Liurnian Wars, during which the red-haired Radagon joined the heroes' ranks. Greatly increases magic damage negation for self & allies",goods
640,Protection of the Erdtree,"A superior incantation of Erdtree Worship.

Increase damage negation for all affinities except physical, for both the caster and nearby allies.
Hold to continue praying and delay activation.

In the beginning, everything was in opposition to the Erdtree. But through countless victories in war, it became the embodiment of Order. Increases affinity damage negation for self & allies",goods
641,Rejection,"Incantation of the Two Fingers' faithful.

Produces a shockwave that knocks back nearby foes.
Charging increases the size of the shockwave.

Hark, Tarnished! If you truly walk in faith, you must be prepared to reject all else. Produces a shockwave that pushes away foes",goods
642,Wrath of Gold,"Superior Erdtree Worship incantation.

Produces a golden shockwave that knocks back nearby foes.
Charging increases the size of the shockwave.

This incantation was discovered when the Elden Ring was shattered, and it was feared as a sign of the Erdtree's wrath. Produces golden shockwave that knocks back foes",goods
643,Urgent Heal,"Incantation of the Two Fingers' faithful.

Heals a small amount of HP.
This incantation can be cast while in motion.

The Two Fingers has high hopes for the Tarnished; that even if they should be wounded, even should they fall, they will continue to fight for their duty. Heals a small amount of HP",goods
644,Heal,"Incantation of the Two Fingers' faithful.

Heals HP for the caster and nearby allies.
Hold to continue praying and delay activation.

The Two Fingers has high hopes for the Tarnished; that even if they should be wounded, even should they fall, they will continue to fight for their duty. Heals HP for self and nearby allies",goods
645,Great Heal,"Superior incantation of the Two Fingers' faithful.

Greatly heals HP for the caster and nearby allies.
Hold to continue praying and delay activation.

The Two Fingers has high hopes for the Tarnished; that even if they should be wounded, even should they fall, they will continue to fight for their duty. Greatly heals HP for self and nearby allies",goods
646,Lord's Heal,"Incantation bestowed by the Two Fingers upon the Tarnished deemed worthy of becoming a lord.

Heals a massive amount of HP for the caster and nearby allies.
Hold to continue praying and delay activation.

Tarnished—O, Tarnished! Seek the Erdtree and stand before Marika, its Queen. Become the Elden Lord! Massively heals HP for self and nearby allies",goods
647,Erdtree Heal,"One of the ancient Erdtree incantations.

Heals a vast amount of HP for the caster and nearby allies.
Hold to continue praying and delay activation.

The Erdtree once flourished with abundance—yet it was only for a fleeting moment. Such is the course of all life. Vastly heals HP for self and nearby allies",goods
648,Blessing's Boon,"One of the ancient Erdtree incantations.

Grants a blessing to the caster and nearby allies, gradually restoring HP.
Hold to continue praying and delay activation.

Blessings once fell like tears from the Erdtree, and this incantation is but a lingering remnant of their power. Grants blessing to self and nearby allies",goods
